email,prenom,nom,entreprise,segment,source,base_legale,domaine_site,opt_in_pending,notes
info@viac.ch,,,VIAC,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,viac.ch,yes,Pillar 3a 100 percent digital - cible majeure
info@yuh.com,,,Yuh,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,yuh.com,yes,Joint Swissquote/PostFinance - banque mobile
info@truewealth.ch,,,True Wealth,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,truewealth.ch,yes,Premier robo-advisor suisse
info@bitcoinsuisse.com,,,Bitcoin Suisse,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,bitcoinsuisse.com,yes,Crypto financial services Zug
info@taurushq.com,,,Taurus,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,taurushq.com,yes,Digital asset infrastructure GE
info@metaco.com,,,Metaco,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,metaco.com,yes,Custody crypto institutionnel - VD
info@dfinity.org,,,DFINITY,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,dfinity.org,yes,Internet Computer ZH - data infra
info@web3.foundation,,,Web3 Foundation,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,web3.foundation,yes,Polkadot ecosystem Zug
info@knip.com,,,Knip,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,knip.com,yes,Mobile insurance manager
info@smartie.ch,,,Smartie,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,smartie.ch,yes,Comparateur assurances Suisse
info@anivo.ch,,,Anivo,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,anivo.ch,yes,Conseil assurance digital Zug
info@financefox.ch,,,FinanceFox,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,financefox.ch,yes,Insurance digital ZH
info@aaaccell.com,,,AAAccell,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,aaaccell.com,yes,AI risk asset management
info@algotrader.com,,,AlgoTrader,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,algotrader.com,yes,Algorithmic trading software ZH
info@clevercircles.ch,,,Clevercircles,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,clevercircles.ch,yes,Robo-advisor social par Bank CIC
info@descartes.finance,,,Descartes Finance,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,descartes.finance,yes,Wealth manager digital ZH
info@nviso.ai,,,NVISO,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,nviso.ai,yes,AI human behavior visual
info@simplewealth.ch,,,Simplewealth,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,simplewealth.ch,yes,Investment platform ZH
info@meetinvest.com,,,Meetinvest,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,meetinvest.com,yes,B2B2C investment Baar
info@whitebox.eu,,,Whitebox,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,whitebox.eu,yes,Robo-advisor digital
info@finfox.com,,,Finfox,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,finfox.com,yes,Investment advisory tech
info@polixis.com,,,Polixis,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,polixis.com,yes,AML KYC regtech - cible directe
info@fiat24.com,,,Fiat24,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,fiat24.com,yes,Crypto-fiat banking FINMA
info@mtpelerin.com,,,Mt Pelerin,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,mtpelerin.com,yes,Bridge crypto-fiat GE
info@nexo.com,,,Nexo,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,nexo.com,yes,Digital asset finance ZG
info@1875.ch,,,1875 Finance,wealth_management,alliancefinance,interet_legitime_B2B_email_public,1875.ch,yes,Multi-Family Office GE - cible directe ETL federal
info@emcge.com,,,EMC Gestion de Fortune,wealth_management,alliancefinance,interet_legitime_B2B_email_public,emcge.com,yes,Top 50 GFI Suisse Citywire
info@vermoegenszentrum.ch,,,VZ VermoegensZentrum,wealth_management,alliancefinance,interet_legitime_B2B_email_public,vermoegenszentrum.ch,yes,Wealth manager national multi-bureau
info@rescadsa.ch,,,RESCAD,wealth_management,alliancefinance,interet_legitime_B2B_email_public,rescadsa.ch,yes,GFI independant 2 bureaux Suisse
info@probuspleion.ch,,,Probus Pleion Suisse,wealth_management,alliancefinance,interet_legitime_B2B_email_public,probuspleion.ch,yes,Wealth manager 7 bureaux Suisse
info@bt-finance.com,,,BT Finance,wealth_management,alliancefinance,interet_legitime_B2B_email_public,bt-finance.com,yes,Wealth manager prive entre GE et ZH 1998
info@zugerberg-finanz.ch,,,Zugerberg Finanz,wealth_management,alliancefinance,interet_legitime_B2B_email_public,zugerberg-finanz.ch,yes,Best asset manager Suisse Bilanz 2023
info@grolimund-finanzinvest.ch,,,Grolimund Finanzinvest,wealth_management,alliancefinance,interet_legitime_B2B_email_public,grolimund-finanzinvest.ch,yes,Wealth manager ZH - membre comite Alliance Finance
info@ecofin.ch,,,Groupe Ecofin,wealth_management,alliancefinance,interet_legitime_B2B_email_public,ecofin.ch,yes,Cabinet conseil financier ZH - membre comite Alliance Finance
info@treuhandsuisse.ch,,,TREUHAND SUISSE,wealth_management,alliancefinance,interet_legitime_B2B_email_public,treuhandsuisse.ch,yes,Federation fiduciaires Reinach BL
info@1788capital.ch,,,1788 Capital,wealth_management,alliancefinance,interet_legitime_B2B_email_public,1788capital.ch,yes,Wealth manager GE membre SAM
info@1959advisors.ch,,,1959 Advisors,wealth_management,alliancefinance,interet_legitime_B2B_email_public,1959advisors.ch,yes,Wealth manager Tannay membre SAM
info@3tfo.ch,,,3T Family Office,wealth_management,alliancefinance,interet_legitime_B2B_email_public,3tfo.ch,yes,Family office GE membre SAM
info@edmond-de-rothschild.com,,,Edmond de Rothschild Suisse,bank_private,alliancefinance,interet_legitime_B2B_email_public,edmond-de-rothschild.com,yes,Banque privee historique GE
info@vsv-asg.ch,,,VSV-ASG,wealth_management,alliancefinance,interet_legitime_B2B_email_public,vsv-asg.ch,yes,Association suisse gestionnaires fortune 2500+ membres
info@alliance-finance.ch,,,Alliance Finance,wealth_management,alliancefinance,interet_legitime_B2B_email_public,alliance-finance.ch,yes,Association GFI/fiduciaires Zollikon
info@asv-aswm.ch,,,Allianz Schweizer Vermoegensverwalter ASV,wealth_management,alliancefinance,interet_legitime_B2B_email_public,asv-aswm.ch,yes,Association alternative gestionnaires fortune
info@access-sfg.ch,,,Access SFG Club GFI,wealth_management,alliancefinance,interet_legitime_B2B_email_public,access-sfg.ch,yes,Club Geneve gestionnaires fortune independants
contact@swissborg.com,,,SwissBorg Wealth Tech,fintech_wealth,SFTA-membres,interet_legitime_B2B_email_public,swissborg.com,yes,Membre SFTA - autre point de contact
info@aragon.org,,,Aragon,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,aragon.org,yes,DAO infrastructure CH
info@cardano.org,,,Cardano,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,cardano.org,yes,Smart contract platform ZG
info@casper.network,,,Casper Network,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,casper.network,yes,PoS blockchain
info@concordium.com,,,Concordium,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,concordium.com,yes,Regulatory-compliant blockchain
info@cosmos.network,,,Cosmos / Interchain Foundation,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,cosmos.network,yes,Interchain Foundation Swiss non-profit
info@solana.com,,,Solana,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,solana.com,yes,DeFi platform Geneva HQ
info@status.im,,,Status,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,status.im,yes,Decentralized tech stack ZG
info@tezos.com,,,Tezos Foundation,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,tezos.com,yes,PoS blockchain - foundation Crypto Valley
info@4artechnologies.com,,,4ARTechnologies,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,4artechnologies.com,yes,Blockchain art authentication ZH
info@axedras.com,,,Axedras,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,axedras.com,yes,Precious metals blockchain
info@enzyme.finance,,,Enzyme,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,enzyme.finance,yes,Onchain investment platform
info@adcubum.com,,,Adcubum,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,adcubum.com,yes,Insurance core software
info@celsiuspro.com,,,CelsiusPro,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,celsiuspro.com,yes,Climate insurance ZH
info@dgtal.ch,,,DGTAL,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,dgtal.ch,yes,InsurTech SaaS Suisse
info@enterprisebot.com,,,Enterprise Bot,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,enterprisebot.com,yes,AI conversational banking
info@innoveo.com,,,Innoveo,fintech_insurtech,fintechnewsch,interet_legitime_B2B_email_public,innoveo.com,yes,No-code insurance platform
info@leonteq.com,,,Leonteq,fintech_wealth,fintechnewsch,interet_legitime_B2B_email_public,leonteq.com,yes,Structured products tech ZH
info@calvin-risk.com,,,Calvin Risk,fintech_data,fintechnewsch,interet_legitime_B2B_email_public,calvin-risk.com,yes,AI risk top100 startups 2025
info@relai.ch,,,Relai,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,relai.ch,yes,Bitcoin app top100 startups 2025
info@leaseteq.com,,,LeaseTeq,fintech_payments,fintechnewsch,interet_legitime_B2B_email_public,leaseteq.com,yes,Auto leasing digital top100 startups 2025
info@gfms.com,,,GF Machining Solutions,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,gfms.com,yes,EDM/fraisage haute précision exportateur
info@georgfischer.com,,,Georg Fischer,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,georgfischer.com,yes,Pipelines/manufacturing/machinery exportateur
info@buhlergroup.com,,,Bühler Group,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,buhlergroup.com,yes,Plant equipment manufacturer
info@schindler.com,,,Schindler Group,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,schindler.com,yes,Escalators/elevators
info@rieter.com,,,Rieter,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,rieter.com,yes,Textile machinery
info@mt.com,,,Mettler Toledo,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,mt.com,yes,Scientific instruments
info@leica-geosystems.com,,,Leica Geosystems,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,leica-geosystems.com,yes,Surveying equipment
info@burckhardt.com,,,Burckhardt Compression,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,burckhardt.com,yes,Reciprocating compressor
info@staubli.com,,,Stäubli,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,staubli.com,yes,Textile machinery/connectors/robotics
info@kudelski.com,,,Kudelski Group,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,kudelski.com,yes,Electronic media systems
info@tornos.com,,,Tornos SA,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,tornos.com,yes,Machine-outils décolletage
info@mikron.com,,,Mikron Switzerland AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,mikron.com,yes,Machines transfert/assemblage horlogerie
info@mikrontool.com,,,Mikron Tool,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,mikrontool.com,yes,Outils coupe précision
info@fehlmann.ch,,,Fehlmann AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,fehlmann.ch,yes,Fraiseuses haute précision
info@precitrame.com,,,Precitrame Machines SA,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,precitrame.com,yes,Centres usinage horlogerie/médical
info@starrag.com,,,Starrag Group,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,starrag.com,yes,Machine-outils précision
info@mz-lw.ch,,,MONNIER + ZAHNER AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,mz-lw.ch,yes,Machines décolletage
info@urma.ch,,,URMA AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,urma.ch,yes,Outils précision alésage
info@blaser.com,,,Blaser Swisslube AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,blaser.com,yes,Lubrifiants industriels
info@agathon.ch,,,Agathon AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,agathon.ch,yes,Outils précision/guides linéaires
info@heule.com,,,HEULE Precision Tools,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,heule.com,yes,Outils ébavurage
info@sphinx-tools.ch,,,Sphinx Tools Ltd.,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,sphinx-tools.ch,yes,Micro-outils précision
info@reiden.ch,,,Reiden Technik AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,reiden.ch,yes,Centres usinage 5-axes
info@triag.ch,,,Triag International AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,triag.ch,yes,Systèmes serrage CNC
info@motorex.com,,,MOTOREX AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,motorex.com,yes,Lubrifiants industriels
info@affolter.ch,,,Affolter Group SA,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,affolter.ch,yes,Machines tailler engrenages
info@kunz-precision.ch,,,Kunz precision AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,kunz-precision.ch,yes,Composants précision
info@bernex.com,,,IHI-Bernex AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,bernex.com,yes,Traitements thermochimiques
info@regofix.com,,,REGO-FIX Switzerland,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,regofix.com,yes,Systèmes serrage outils
info@studer.com,,,Fritz Studer AG,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,studer.com,yes,Rectifieuses cylindriques
info@abarisk.ch,,,ABARISK SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,abarisk.ch,yes,Mécanique précision GIM
info@aficor.ch,,,AFICOR SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,aficor.ch,yes,Mécanique précision GIM
info@allega.ch,,,ALLEGA Sàrl,pme_exportatrice,gim,interet_legitime_B2B_email_public,allega.ch,yes,Mécanique précision GIM
info@alpin-mecanique.ch,,,Alpin Mécanique Sàrl,pme_exportatrice,gim,interet_legitime_B2B_email_public,alpin-mecanique.ch,yes,Mécanique précision GIM
info@altair-consulting.com,,,Altair Consulting SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,altair-consulting.com,yes,Mécanique consulting GIM
info@amg-sa.ch,,,AMG Patrick Henchoz SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,amg-sa.ch,yes,Mécanique précision GIM
info@andenmatten-freres.ch,,,Andenmatten Frères SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,andenmatten-freres.ch,yes,Mécanique précision GIM
info@frei-andre.ch,,,André Frei & Fils SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,frei-andre.ch,yes,Mécanique précision GIM
info@anotec.ch,,,ANOTEC SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,anotec.ch,yes,Traitement surface anodisation GIM
info@apco-technologies.com,,,APCO Technologies SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,apco-technologies.com,yes,Ingénierie/space/énergie GIM
info@apimec.ch,,,APIMEC SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,apimec.ch,yes,Mécanique précision GIM
info@arcm.ch,,,ARCM,pme_exportatrice,gim,interet_legitime_B2B_email_public,arcm.ch,yes,Mécanique précision GIM
info@arcofil.ch,,,ARCOFIL SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,arcofil.ch,yes,Filage métal précision GIM
info@arp-mecanique.ch,,,ARP Mécanique et électronique SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,arp-mecanique.ch,yes,Mécanique électronique GIM
info@desiebenthal.ch,,,Atelier de Siebenthal SA,pme_exportatrice,gim,interet_legitime_B2B_email_public,desiebenthal.ch,yes,Mécanique précision GIM
info@asth.ch,,,Ateliers St-Hubert Granges,pme_exportatrice,gim,interet_legitime_B2B_email_public,asth.ch,yes,Mécanique formation GIM
info@gotec.ch,,,Gotec SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,gotec.ch,yes,Pompes Sion VS
info@hydro-exploitation.ch,,,Hydro Exploitation SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,hydro-exploitation.ch,yes,Centrales hydrauliques VS
info@lemco.ch,,,Lemco Précision SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,lemco.ch,yes,Décolletage Vionnaz VS
info@mgtech.ch,,,MGTech Sàrl,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,mgtech.ch,yes,Mécanique Saxon VS
info@mullertechnology.com,,,Muller Technology,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,mullertechnology.com,yes,Plasturgie Conthey VS
info@soprod.ch,,,Soprod SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,soprod.ch,yes,Mouvements horlogers Sion VS
info@tmrsa.ch,,,TMR SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,tmrsa.ch,yes,Transports/maintenance VS
info@valelectric.ch,,,Valélectric Farner SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,valelectric.ch,yes,Électrotechnique VS
info@valprecision.ch,,,Valprécision SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,valprecision.ch,yes,Décolletage Chalais VS
info@biar.ch,,,Biar SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,biar.ch,yes,Mécanique Sembrancher VS
info@burgener.ch,,,Burgener AG,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,burgener.ch,yes,Mécanique Visp VS
info@chiron-group.com,,,Chiron Group,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,chiron-group.com,yes,Centres usinage VS
info@farronato.ch,,,Farronato,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,farronato.ch,yes,Mécanique Evionnaz VS
info@jacquier-luisier.ch,,,Jacquier-Luisier SA,pme_exportatrice,swissmechanic,interet_legitime_B2B_email_public,jacquier-luisier.ch,yes,Mécanique Evionnaz VS
info@swissmem.ch,,,Acrotec,pme_exportatrice,swissmem,interet_legitime_B2B_email_public,acrotec.ch,yes,Composants horlogers groupe
info@mimotec.ch,,,Mimotec SA,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,mimotec.ch,yes,Microcomposants horlogerie LIGA
info@easydec.ch,,,easyDec SA,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,easydec.ch,yes,Décolletage horlogerie haute précision
info@decovi.ch,,,Décovi SA,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,decovi.ch,yes,Décolletage horlogerie/médical
info@smsa.ch,,,Schaublin Machines SA,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,smsa.ch,yes,Tours haute précision
info@luthymac.ch,,,Luthy Machines SA,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,luthymac.ch,yes,Machines outils
info@schleuniger.com,,,Schleuniger AG,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,schleuniger.com,yes,Machines traitement câbles
info@rolex.com,,,Rolex,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,rolex.com,yes,Horlogerie de luxe
info@patek.com,,,Patek Philippe,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,patek.com,yes,Horlogerie haute gamme
info@breitling.com,,,Breitling,pme_exportatrice,s-ge,interet_legitime_B2B_email_public,breitling.com,yes,Horlogerie
info@aandarta.ch,,,Aandarta Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,aandarta.ch,yes,Intégrateur Abacus ERP
info@abacus-solutions.ch,,,Abacus Business Solutions Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,abacus-solutions.ch,yes,Intégrateur Abacus ERP
info@abraxas.ch,,,Abraxas Informatik Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,abraxas.ch,yes,Intégrateur Abacus + multi-ERP
info@acribia.ch,,,Acribia Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,acribia.ch,yes,Intégrateur Abacus ERP
info@ademis.ch,,,Ademis GmbH,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,ademis.ch,yes,Intégrateur Abacus ERP
info@adista-it.ch,,,ADISTA IT Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,adista-it.ch,yes,Intégrateur Abacus ERP
info@advice.ch,,,ADVICE Informatik Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,advice.ch,yes,Intégrateur Abacus ERP
info@agm-alliance.ch,,,AGM Alliance Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,agm-alliance.ch,yes,Intégrateur Abacus ERP CH romande
info@all-consulting.ch,,,ALL CONSULTING Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,all-consulting.ch,yes,Intégrateur Abacus ERP
info@alteosys.ch,,,Alteo Business Systems GmbH,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,alteosys.ch,yes,Intégrateur Abacus ERP
info@altrimo.ch,,,altrimo Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,altrimo.ch,yes,Intégrateur Abacus ERP
info@arc.ch,,,ARC Informatik Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,arc.ch,yes,Intégrateur Abacus ERP
info@arcon.ch,,,ARCON Informatik Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,arcon.ch,yes,Intégrateur Abacus ERP
info@artaris-solutions.ch,,,ARTARIS SOLUTIONS Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,artaris-solutions.ch,yes,Intégrateur Abacus ERP
info@axept.ch,,,Axept Business Software Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,axept.ch,yes,Intégrateur Abacus ERP
info@b2go.ch,,,b2go.ch Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,b2go.ch,yes,Intégrateur Abacus ERP
info@bewida.ch,,,Bewida Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,bewida.ch,yes,Intégrateur Abacus ERP
info@bsbit.ch,,,bsb.info.partner Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,bsbit.ch,yes,Intégrateur Abacus ERP
info@bsi-partner.ch,,,bsi partner Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,bsi-partner.ch,yes,Intégrateur Abacus ERP
info@bullinger.ch,,,Bullinger Software Systems Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,bullinger.ch,yes,Intégrateur Abacus ERP
info@customize.ch,,,Customize Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,customize.ch,yes,Intégrateur Abacus ERP
info@dorean.ch,,,Dorean Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,dorean.ch,yes,Intégrateur Abacus ERP
info@fidinam.com,,,Fidigit (Schweiz) Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,fidinam.com,yes,Intégrateur Abacus ERP
info@interbit.ch,,,InterBit Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,interbit.ch,yes,Intégrateur Abacus ERP
info@o-i.ch,,,OFISA Informatique Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,o-i.ch,yes,Intégrateur Abacus ERP romande
info@projekt7.ch,,,projekt7 Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,projekt7.ch,yes,Intégrateur Abacus ERP
info@talus.ch,,,Talus Informatik Ltd,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,talus.ch,yes,Intégrateur Abacus ERP
info@onepartner.ch,,,One Partner SA,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,onepartner.ch,yes,RH/salaires Abacus CH romande
info@abacus-services.ch,,,Abacus Services SA,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,abacus-services.ch,yes,Implémentation Abacus CH romande
info@ciges.ch,,,CIGES,erp_integrateur_abacus,abacus-partners,interet_legitime_B2B_email_public,ciges.ch,yes,Abacus admin publiques
info@camptocamp.com,,,Camptocamp SA,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,camptocamp.com,yes,Odoo Gold Partner CH/FR/DE
info@open-net.ch,,,Open Net Sàrl,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,open-net.ch,yes,Odoo Gold Partner Lausanne
info@nalios.com,,,Nalios Sàrl,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,nalios.com,yes,Odoo Gold Partner CH
info@dynapps.ch,,,Dynapps SA,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,dynapps.ch,yes,Odoo Gold Partner CH
info@d4e.ch,,,D4E Digital4Efficiency Sàrl,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,d4e.ch,yes,Odoo Gold Partner CH
info@braintec.ch,,,braintec Schweiz,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,braintec.ch,yes,Odoo Gold Partner CH
info@twio.tech,,,twio.tech AG,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,twio.tech,yes,Odoo Gold Partner CH
info@simpit.ch,,,simpit GmbH,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,simpit.ch,yes,Odoo Gold Partner CH
info@sword-group.com,,,Sword Technologies SA,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,sword-group.com,yes,Odoo Gold Partner CH
info@simplidoo.com,,,Simplidoo Sàrl,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,simplidoo.com,yes,Odoo Silver Partner CH
info@onesolutions.ch,,,OneSolutions Klevia SA,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,onesolutions.ch,yes,Odoo Silver Partner CH
info@nivels.ch,,,nivels GmbH,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,nivels.ch,yes,Odoo Silver Partner CH
info@latus.ch,,,Latus GmbH,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,latus.ch,yes,Odoo Silver Partner CH
info@consenso.ch,,,consenso GmbH,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,consenso.ch,yes,Odoo Silver Partner CH
info@abilium.com,,,Abilium GmbH,erp_integrateur_odoo,odoo-partners,interet_legitime_B2B_email_public,abilium.com,yes,Odoo Silver Partner CH
info@beonesolutions.com,,,be one solutions,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,beonesolutions.com,yes,SAP Partner Zug rollouts internationaux
info@msg-global.com,,,msg global solutions,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,msg-global.com,yes,SAP Partner Pinnacle Award Regensdorf
info@elca.ch,,,ELCA Informatique SA,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,elca.ch,yes,SAP/Microsoft/multi-ERP CH
info@swisscom.ch,,,Swisscom (Schweiz) AG,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,swisscom.ch,yes,SAP Full Service Provider CH
info@bechtle.com,,,Bechtle Suisse,erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,bechtle.com,yes,Intégrateur multi-ERP CH
info@trivadis.com,,,Trivadis (Accenture),erp_integrateur_sap,sap-partners,interet_legitime_B2B_email_public,trivadis.com,yes,SAP/Oracle CH (Accenture)
